Name,Link
Торговый дом Московского купеческого общества,https://um.mos.ru/houses/torgovyy_dom_moskovskogo_kupecheskogo_obshchestva/
Палаты А. Д. Друцкого,https://um.mos.ru/houses/palaty_a_d_drutskogo/
Доходный дом С.И. Сытова,https://um.mos.ru/houses/dokhodnyy_dom_s_i_sytova/
Дом Киреевских-Карповых,https://um.mos.ru/houses/dom_kireevskikh_karpovykh/
Дом-усадьба Л. Н. Толстого,https://um.mos.ru/houses/dom_usadba_l_n_tolstogo/
"Церковь Иоанна Предтечи, что под Бором, с домом причта",https://um.mos.ru/houses/tserkov_ioanna_predtechi_chto_pod_borom_s_domom_prichta/
Зачатьевский монастырь,https://um.mos.ru/houses/zachatevskiy_monastyr/
"Усадьба Андроновых, лечебница и родильный дом Лепехина",https://um.mos.ru/houses/usadba-andronovykh-lechebnitsa-i-rodilnyy-dom-lepekhina/
Биржа,https://um.mos.ru/houses/birzha/
"Дом, в котором жил член Северного общества Голицын Валерьян Михайлович (Усадьба Голицыных)",https://um.mos.ru/houses/usadba-golitsynykh/
Доходный дом О.С.Петровской,https://um.mos.ru/houses/dokhodnyy_dom_o_s_petrovskoy/
Московские высшие женские курсы,https://um.mos.ru/houses/moskovskie_vysshie_zhenskie_kursy/
Церковь Петра и Павла в Солдатской слободе,https://um.mos.ru/houses/tserkov_petra_i_pavla_v_soldatskoy_slobode/
Здание Кремлевской больницы,https://um.mos.ru/houses/zdanie-kremlevskoy-bolnitsy/
Дом Дворцового ведомства,https://um.mos.ru/houses/dom_dvortsovogo_vedomstva/
Палаты Хованских,https://um.mos.ru/houses/palaty_khovanskikh/
Дом купцов Варгиных,https://um.mos.ru/houses/dom_kuptsov_varginykh/
Институт физических проблем Академии наук СССР,https://um.mos.ru/houses/institut_fizicheskikh_problem_akademii_nauk_sssr/
Доходный дом на Пречистенке,https://um.mos.ru/houses/dokhodnyy_dom_6724/
Церковь Покрова в Рубцове,https://um.mos.ru/houses/tserkov_pokrova_v_rubtsove/
Доходный дом А.И. Шамшина,https://um.mos.ru/houses/dokhodnyy_dom_a_i_shamshina/
Никольская церковь у Тверской заставы,https://um.mos.ru/houses/nikolskaya_tserkov_u_tverskoy_zastavy/
Дом меховщика Гальперина,https://um.mos.ru/houses/dom_mekhovshchika_galperina/
"Доходный дом, нач. XX в., арх. И.Г. Кондратенко (Вешнякова)",https://um.mos.ru/houses/dokhodnyy_dom_veshnyakova/
Лютеранская (Евангелическая) больница,https://um.mos.ru/houses/lyuteranskaya_evangelicheskaya_bolnitsa/
Дом архитектора Казакова,https://um.mos.ru/houses/dom_arkhitektora_kazakova/
Храм Святых бессребреников Космы и Дамиана в Старых Панех,https://um.mos.ru/houses/khram_svyatykh_bessrebrenikov_kosmy_i_damiana_v_starykh_panekh/
"Кондитерская фабрика ""Большевик""",https://um.mos.ru/houses/konditerskaya-fabrika-bolshevik/
Церковь Троицы в Вишняках,https://um.mos.ru/houses/tserkov_troitsy_v_vishnyakakh/
Дом Рокотова,https://um.mos.ru/houses/dom_rokotova/
Станция метро «Красные ворота»,https://um.mos.ru/houses/stantsiya-metro-krasnye-vorota/
Особняк К.П. Бахрушина,https://um.mos.ru/houses/osobnyak-k-p-bakhrushina/
Городская усадьба Лопухиных - Кирьяковых - доходное владение Буниных,https://um.mos.ru/houses/gorodskaya-usadba-lopukhinykh-kiryakovykh-dokhodnoe-vladenie-buninykh/
Станция «Электрозаводская»,https://um.mos.ru/houses/stantsiya_elektrozavodskaya/
Жилой дом А.И. Лобковой,https://um.mos.ru/houses/zhiloy_dom_a_i_lobkovoy/
Александровская больница (Богадельня Солодовниковых),https://um.mos.ru/houses/aleksandrovskaya_bolnitsa/
Останкинский дворец,https://um.mos.ru/houses/ostankinskiy_dvorets/
Гараж Госплана,https://um.mos.ru/houses/garazh_gosplana/
Гостиница «Пекин»,https://um.mos.ru/houses/gostinitsa_pekin/
Московская 1-я мужская гимназия,https://um.mos.ru/houses/moskovskaya-1-ya-muzhskaya-gimnaziya/
Доходный дом архитектора П.С. Бойцова,https://um.mos.ru/houses/dokhodnyy-dom-arkhitektora-p-s-boytsova/
Музей А.И. Герцена,https://um.mos.ru/houses/muzey_a_i_gertsena/
Церковь Рождества Богородицы в Старом Симонове,https://um.mos.ru/houses/tserkov_rozhdestva_bogoroditsy_v_starom_simonove/
Дом Дурасова,https://um.mos.ru/houses/dom-durasova-s-dvumya-vorotami-i-ogradoy/
Ансамбль домов дешевых квартир им. бр. Бахрушиных,https://um.mos.ru/houses/ansambl-domov-deshevykh-kvartir-im-br-bakhrushinykh/
Павелецкий вокзал,https://um.mos.ru/houses/paveletskiy_vokzal/
Больничный корпус Мясницкого отделения Чернорабочей больницы,https://um.mos.ru/houses/bolnichnyy-korpus-myasnickogo-otdeleniya-chernorabochey-bolnicy/
Гостиница «Дрезден»,https://um.mos.ru/houses/palaty_v_shubine/
Дом Ф.И. Шаляпина,https://um.mos.ru/houses/dom_f_i_shalyapina/
Усадьба Тверитинова,https://um.mos.ru/houses/usadba_tveritinova/
Церковь Николая Чудотворца в Звонарях,https://um.mos.ru/houses/tserkov_nikolaya_chudotvortsa_v_zvonaryakh/
Усадьба Капцовых,https://um.mos.ru/houses/usadba_kaptsovykh/
Александро-Мариинское училище,https://um.mos.ru/houses/aleksandro_mariinskoe_uchilishche/
Станция метро «Курская» Арбатско-Покровской линии,https://um.mos.ru/houses/stantsiya_metro_kurskaya_arbatsko_pokrovskoy_linii/
Гостиница «Люкс»,https://um.mos.ru/houses/gostinitsa_lyuks/
"Доходный дом ""Варваринского акционерного общества домовладельцев""",https://um.mos.ru/houses/dokhodnyy_dom_varvarinskogo_aktsionernogo_obshchestva_domovladeltsev/
Дом-коммуна,https://um.mos.ru/houses/dom_kommuna/
Станция метро «Добрынинская»,https://um.mos.ru/houses/stantsiya_dobryninskaya/
Большой Москворецкий мост,https://um.mos.ru/houses/bolshoy_moskvoretskiy_most/
Церковь святого Великомученика Георгия Победоносца в Ендове,https://um.mos.ru/houses/tserkov_svyatogo_velikomuchenika_georgiya_pobedonostsa_v_endove/
Рижский вокзал,https://um.mos.ru/houses/rizhskiy_vokzal/
Здание Народного университета им. А.Л. Шанявского,https://um.mos.ru/houses/zdanie-narodnogo-universiteta-im-a-l-shanyavskogo/
Церковь Пимена в Новых Воротниках,https://um.mos.ru/houses/tserkov_pimena_v_novykh_vorotnikakh/
Дом виноторговцев Депре,https://um.mos.ru/houses/dom_vinotorgovtsev_depre/
Жилые дома «на Октябрьском поле»,https://um.mos.ru/houses/zhilye_doma_na_oktyabrskom_pole/
"Дом, в котором жил А.Н. Скрябин",https://um.mos.ru/houses/dom_v_kotorom_zhil_a_n_skryabin/
Дом А.П. Богданова,https://um.mos.ru/houses/dom_a_p_bogdanova/
Дом Зубовых,https://um.mos.ru/houses/dom_zubovykh/
Доходный дом с квартирой В.Ф. Асмуса,https://um.mos.ru/houses/dokhodnyy_dom_s_kvartiroy_v_f_asmusa/
Дом купцов Шелаевых,https://um.mos.ru/houses/dom_kuptsov_shelaevykh/
Дом-мастерская В.М. Васнецова,https://um.mos.ru/houses/dom_muzey_v_m_vasnetsova/
"Усадьба, первая половина XIX в.",https://um.mos.ru/houses/usadba-pervaya-polovina-xix-v/
Мясницкая полицейская часть,https://um.mos.ru/houses/myasnitskaya_politseyskaya_chast/
Телефонная станция,https://um.mos.ru/houses/telefonnaya_stantsiya/
Церковь святого Николая в Заяицком,https://um.mos.ru/houses/tserkov_svyatogo_nikolaya_v_zayaitskom/
Меховой холодильник,https://um.mos.ru/houses/mekhovoy_kholodilnik/
Варваринский сиротский приют,https://um.mos.ru/houses/varvarinskiy-sirotskiy-priyut/
Усадьба Свиблово,https://um.mos.ru/houses/usadba_sviblovo/
Церковь Иоанна Предтечи (Климента),https://um.mos.ru/houses/tserkov-ioanna-predtechi/
Городская усадьба С. С. Боткиной,https://um.mos.ru/houses/gorodskaya_usadba_s_s_botkinoy/
Доходный дом В.А. Бони,https://um.mos.ru/houses/dokhodnyy_dom_v_a_boni/
Преображенское кладбище,https://um.mos.ru/houses/preobrazhenskoe_kladbishche/
Особняк Василия Хлудова,https://um.mos.ru/houses/osobnyak-vasiliya-khludova/
"Доходный дом ""Петровских линий""",https://um.mos.ru/houses/dokhodnyy_dom_petrovskikh_liniy/
ДК «Компрессор»,https://um.mos.ru/houses/dk_kompressor/
Дом А.В. Кузнецова,https://um.mos.ru/houses/dom_a_v_kuznetsova/
Станция «Семеновская»,https://um.mos.ru/houses/stantsiya_semenovskaya/
Дом Коробковой,https://um.mos.ru/houses/dom_korobkovoy/
Дом А.С.Трубецкой-Бове,https://um.mos.ru/houses/dom_a_s_trubetskoy_bove/
Церковь Вознесения на Гороховом поле,https://um.mos.ru/houses/tserkov_vozneseniya_na_gorokhovom_pole/
Особняк Саарбекова,https://um.mos.ru/houses/osobnyak_saarbekova/
Частная женская гимназия В. Н. фон Дервиз,https://um.mos.ru/houses/chastnaya-zhenskaya-gimnaziya-v-n-fon-derviz/
Голландский домик в «Кусково»,https://um.mos.ru/houses/gollandskiy_domik_v_kuskovo/
Особняк Рихтера,https://um.mos.ru/houses/osobnyak_rikhtera/
Троицкое подворье,https://um.mos.ru/houses/troitskoe_podvore/
Дом Е.П. Строгановой,https://um.mos.ru/houses/dom_e_p_stroganovoy/
Больница имени братьев Бахрушиных,https://um.mos.ru/houses/bolnitsa-imeni-bratev-bakhrushinykh/
Английский двор,https://um.mos.ru/houses/angliyskiy-dvor/
Институт океанологии им. П.П. Ширшова РАН,https://um.mos.ru/houses/institut_okeanologii_im_p_p_shirshova/
Гостиница «Шевалье»,https://um.mos.ru/houses/gostinitsa_shevale/
Дом Гудовичей,https://um.mos.ru/houses/dom_gudovichey/
Дом Орловых–Мещерских,https://um.mos.ru/houses/dom_orlovykh_meshcherskikh/
Медведниковская гимназия,https://um.mos.ru/houses/medvednikovskaya_gimnaziya/
Доходный дом И.А. Коровкина,https://um.mos.ru/houses/dokhodnyy_dom_i_a_korovkina/
Доходный дом князей Голицыных,https://um.mos.ru/houses/dokhodnyy_dom_knyazey_golitsynykh/
Дом архитектора Н.Г. Фалеева,https://um.mos.ru/houses/dom_arkhitektora_n_g_faleeva/
Дом Савиных,https://um.mos.ru/houses/dom-savinykh/
Здания Московского купеческого общества,https://um.mos.ru/houses/zdaniya_moskovskogo_kupecheskogo_obshchestva/
"Городская усадьба, XVIII-XIX вв.",https://um.mos.ru/houses/gorodskaya_usadba_xviii_xix_vv/
Доходный дом К.Ф. Лазарева,https://um.mos.ru/houses/dokhodnyy_dom_k_f_lazareva/
Дом Наркомфина,https://um.mos.ru/houses/dom_narkomfina/
Кинотеатр «Родина»,https://um.mos.ru/houses/kinoteatr_rodina/
Центральный Академический театр Российской Армии,https://um.mos.ru/houses/tsentralnyy-akademicheskiy-teatr-sovetskoy-armii/
Дворец усадьбы Кусково,https://um.mos.ru/houses/dvorets_usadby_kuskovo/
Церковь Иверской иконы Божией Матери,https://um.mos.ru/houses/tserkov_iverskoy_ikony_bozhiey_materi/
Дом Веденеева,https://um.mos.ru/houses/dom_vedeneeva/
Клуб завода «Серп и Молот»,https://um.mos.ru/houses/klub_zavoda_serp_i_molot/
Дом Муравьёвых-Апостолов,https://um.mos.ru/houses/dom_muravevykh_apostolov/
Храм святителя Николая Мирликийского на Трех Горах,https://um.mos.ru/houses/khram_svyatitelya_nikolaya_mirlikiyskogo_na_trekh_gorakh/
"ВДНХ, Павильон Эстонской ССР",https://um.mos.ru/houses/vdnkh_pavilon_estonskoy_ssr/
Храм Рождества Иоанна Предтечи,https://um.mos.ru/houses/khram_rozhdestva_ioanna_predtechi/
Городская усадьба П.Ф. Секретарева,https://um.mos.ru/houses/gorodskaya-usadba-p-f-sekretareva/
Дом Аршиновых,https://um.mos.ru/houses/dom_arshinovykh/
Доходный дом Коровина,https://um.mos.ru/houses/dokhodnyy_dom_korovina/
Бывший особняк купцов Решетниковых,https://um.mos.ru/houses/byvshiy_osobnyak_kuptsov_reshetnikovykh/
Северное страховое общество,https://um.mos.ru/houses/severnoe_strakhovoe_obshchestvo/
"Жилой дом, арх. А.К. Буров",https://um.mos.ru/houses/zhiloy_dom_arkh_a_k_burov/
"Главный дом городской усадьбы Плахово, Осташевских, Л.С. Полякова",https://um.mos.ru/houses/glavnyy_dom_gorodskoy_usadby_plakhovo_ostashevskikh_l_s_polyakova/
Крымский мост,https://um.mos.ru/houses/krymskiy_most/
Концертный зал им. Чайковского,https://um.mos.ru/houses/kontsertnyy-zal-im-chaykovskogo/
"Доходный дом М.И. Хромовой, М.А. Обухова",https://um.mos.ru/houses/dokhodnyy_dom_m_i_khromovoy_m_a_obukhova/
Доходный дом Ф.А. Александрова,https://um.mos.ru/houses/dokhodnyy_dom_f_a_aleksandrova/
Дом доктора Эберлина,https://um.mos.ru/houses/dom_doktora_eberlina/
Дом Верстовского,https://um.mos.ru/houses/dom_verstovskogo/
Теплые торговые ряды,https://um.mos.ru/houses/teplye_torgovye_ryady/
Усадьба В.Н.Грибова,https://um.mos.ru/houses/usadba_v_n_gribova/
Большой Кремлевский дворец,https://um.mos.ru/houses/bolshoy-kremlevskiy-dvorets/
"Жилой дом, арх. А.Г. Мордвинов",https://um.mos.ru/houses/zhiloy_dom_arkh_a_g_mordvinov_7254/
Екатерининская богадельня,https://um.mos.ru/houses/ekaterininskaya_bogadelnya/
Усадьба Прохоровых – Хлудовых,https://um.mos.ru/houses/usadba_prokhorovykh_khludovykh/
Городская усадьба Всеволожских,https://um.mos.ru/houses/gorodskaya-usadba-vsevolozhskikh/
Городская усадьба Шувалова-Голицыных,https://um.mos.ru/houses/gorodskaya-usadba-shuvalova-golitsynykh/
"Церковь Илии Пророка, что под Сосенками",https://um.mos.ru/houses/tserkov_ilii_proroka_chto_pod_sosenkami/
Дом писателя Н.Ф.Павлова,https://um.mos.ru/houses/dom-pisatelya-n-f-pavlova/
Введенское кладбище,https://um.mos.ru/houses/nemetskoe_kladbishche/
Доходный дом И.С. Кальмеера,https://um.mos.ru/houses/dom_kalmeera/
Тихвинская церковь в Алексеевском,https://um.mos.ru/houses/tikhvinskaya_tserkov_v_alekseevskom/
Савеловский вокзал,https://um.mos.ru/houses/savelovskiy_vokzal/
Обсерватория Московского университета,https://um.mos.ru/houses/observatoriya_moskovskogo_universiteta/
Клуб железнодорожников,https://um.mos.ru/houses/klub_zheleznodorozhnikov/
Дом Фалеева,https://um.mos.ru/houses/dom_faleeva/
Здание ВЦСПС,https://um.mos.ru/houses/zdanie_vtssps/
"Дом, начало XIX в. (Дом Хомякова)",https://um.mos.ru/houses/dom_khomyakova/
"Особняк Н.В. Урусовой, 1900 г.",https://um.mos.ru/houses/osobnyak_1900_g/
Жилой дом (Волковых – Сорокоумовских),https://um.mos.ru/houses/dom_nachala_xix_veka/
Жилой дом Журнально-газетного объединения (ЖУРГАЗа),https://um.mos.ru/houses/zhiloy_dom_zhurnalno_gazetnogo_obedineniya_zhurgaza/
Станция «Павелецкая»,https://um.mos.ru/houses/stantsiya_paveletskaya/
"Бывший Дом кантонистов, Высшее театральное училище имени М.С. Щепкина",https://um.mos.ru/houses/vysshee-teatralnoe-uchilishche-imeni-m-s-shchepkina/
Купеческий дом XVIII века,https://um.mos.ru/houses/kupecheskiy_dom_xviii_veka/
"Дом правительства Российской Федерации (""Белый дом"")",https://um.mos.ru/houses/dom-pravitelstva-rossiyskoy-federatsii-belyy-dom/
Дом кооператива «Военный строитель»,https://um.mos.ru/houses/dom_kooperativa_voennyy_stroitel/
Хлебозавод им. В. П. Зотова (бывший хлебозавод № 5),https://um.mos.ru/houses/khlebozavod_im_v_p_zotova_byvshiy_khlebozavod_5/
"Доходный дом, 1903 г., архитектор С.Ф. Суворов",https://um.mos.ru/houses/dohodnyy-dom-1903-g-arhitektor-s-f-suvorov/
Доходный дом В.Н. Никифорова,https://um.mos.ru/houses/dokhodnyy_dom_v_n_nikiforova/
"Дом, в котором в 1825–32 гг. жил и работал художник В.А. Тропинин (Доходный дом Зимулина)",https://um.mos.ru/houses/dom-v-kotorom-v-1825-32-gg-zhil-i-rabotal-khudozhnik-v-a-tropinin-/
Дом Коминтерна,https://um.mos.ru/houses/glavnyy_korpus_rgsu/
Доходный дом К.В. Исаева,https://um.mos.ru/houses/dokhodnyy_dom_arkhitektora_kekusheva/
Дом Удельного ведомства с винными погребами,https://um.mos.ru/houses/dom-udelnogo-vedomstva-s-vinnymi-pogrebami/
Общежитие Московского авиационного института,https://um.mos.ru/houses/obshchezhitie-moskovskogo-aviatsionnogo-instituta/
Церковь Антипия,https://um.mos.ru/houses/tserkov_antipiya/
Дом Общества «Детский труд и отдых»,https://um.mos.ru/houses/dom_obshchestva_detskiy_trud_i_otdykh/
"Гараж ""Интуриста""",https://um.mos.ru/houses/garazh-inturista/
Главный дом усадьбы А. Г. Щепочкиной – Н. А. Львова,https://um.mos.ru/houses/glavnyy_dom_usadby_a_g_shchepochkinoy_n_a_lvova/
"Дома Братолюбивого общества - Жилой дом, 1902 г., арх. И.П. Машков",https://um.mos.ru/houses/ul_gospitalnaya_d_6/
Городская усадьба Великолеповых,https://um.mos.ru/houses/gorodskaya_usadba_velikolepovykh/
Доходный дом Ю. Т. Крестовниковой,https://um.mos.ru/houses/dokhodnyy-dom-yu-t-krestovnikovoy/
Полицейский дом,https://um.mos.ru/houses/politseyskiy_dom/
Доходный дом Н.П. Ламановой,https://um.mos.ru/houses/atele_lamanovoy/
Провиантские склады,https://um.mos.ru/houses/proviantskie-sklady/
Доходный дом купцов Куприяновых,https://um.mos.ru/houses/dokhodnyy_dom_kuptsov_kupriyanovykh/
Церковь св. вмц. Ирины в Покровском,https://um.mos.ru/houses/tserkov_sv_vmts_iriny_v_pokrovskom/
Станция Белокаменная МОЖД,https://um.mos.ru/houses/stantsiya_belokamennaya_mozhd/
Жилой дом для сотрудников НКВД,https://um.mos.ru/houses/zhiloy-dom-dlya-sotrudnikov-nkvd/
Дом причта церкви Спаса на Песках,https://um.mos.ru/houses/dom_prichta_tserkvi_spasa_na_peskakh/
Басманная больница (Дом Демидова),https://um.mos.ru/houses/basmannaya_bolnitsa/
Станция метро «Арбатская» (филевской линии),https://um.mos.ru/houses/stantsiya-metro-arbatskaya-filevskoy-linii/
Храм Георгия Победоносца в Грузинах,https://um.mos.ru/houses/khram_georgiya_pobedonostsa_v_gruzinakh/
Церковь Св. Михаила и Федора Черниговских чудотворцев,https://um.mos.ru/houses/tserkov_svv_mikhaila_i_feodora_chernigovskikh_chudotvortsev/
Церковь «Большое Вознесение»,https://um.mos.ru/houses/tserkov-bolshoe-voznesenie/
Церковь Филиппа Митрополита,https://um.mos.ru/houses/tserkov_filippa_mitropolita/
«Дом песни»,https://um.mos.ru/houses/dom_pesni/
Дом М. С. Щепкина,https://um.mos.ru/houses/dom_m_s_shchepkina/
Усадьба князей Шаховских,https://um.mos.ru/houses/usadba_knyazey_shakhovskikh/
Загородный дом графа А.Г. Орлова,https://um.mos.ru/houses/zagorodnyy_dom_grafa_a_g_orlova/
Тургеневская библиотека,https://um.mos.ru/houses/turgenevskaya_biblioteka/
Дом Голохвастовых,https://um.mos.ru/houses/dom_golokhvastovykh/
Станция метро «Октябрьская» (кольцевая),https://um.mos.ru/houses/stantsiya-metro-oktyabrskaya-koltsevaya/
Городская усадьба Шаховских — Краузе — Осиповских,https://um.mos.ru/houses/gorodskaya-usadba-shakhovskikh-krauze-osipovskikh/
Богадельня братьев Боевых,https://um.mos.ru/houses/bogadelnya-bratev-boevykh/
"Жилой дом РЖСКТ ""Советский композитор""",https://um.mos.ru/houses/zhiloy-dom-rzhskt-sovetskiy-kompozitor/
Дом Кожсиндиката,https://um.mos.ru/houses/dom_kozhsindikata/
Усадьба Игнатьевой-Белкина,https://um.mos.ru/houses/usadba_ignatevoy_belkina/
Колокольня Собора Рождества Богородицы в Бутырской слободе,https://um.mos.ru/houses/kolokolnya-sobora-rozhdestva-bogoroditsy/
Гимназия Брюхоненко,https://um.mos.ru/houses/gimnaziya_bryukhonenko/
Дом Марины Цветаевой,https://um.mos.ru/houses/dom_mariny_tsvetaevoy/
Ансамбль Сущевской части,https://um.mos.ru/houses/ansambl_sushchevskoy_chasti/
Жилой дом треста «Теплобетон»,https://um.mos.ru/houses/zhiloy-dom-tresta-teplobeton/
Палаты  Яньковых,https://um.mos.ru/houses/palaty_yankovykh/
Евангелическо-реформатская церковь,https://um.mos.ru/houses/evangelichesko_reformatskaya_tserkov3/
Доходный дом О. Н. Волобуевой,https://um.mos.ru/houses/dokhodnyy_dom_o_n_volobuevoy/
Церковь Ваганьковского кладбища и два дома при въезде на кладбище,https://um.mos.ru/houses/vagankovskoe_kladbishche/
Доходный дом Бочаровых,https://um.mos.ru/houses/dokhodnyy_dom_bocharovykh/
Усадьба Юшковых - фабрика Милюкова,https://um.mos.ru/houses/usadba_yushkovykh_fabrika_milyukova/
Жилой дом Наркомлегпрома,https://um.mos.ru/houses/zhiloy_dom_narkomlegproma/
Усадьба Н.И. Несвицкой,https://um.mos.ru/houses/usadba_n_i_nesvitskoy/
Гинекологический институт им. А.П. Шелапутиной,https://um.mos.ru/houses/ginekologicheskiy-institut/
Пассаж Ф.К.Сан-Галли,https://um.mos.ru/houses/passazh_f_k_san_galli/
Особняк С.К.Морозова,https://um.mos.ru/houses/osobnyak-s-k-morozova/
Гостиница у Покровских ворот,https://um.mos.ru/houses/gostinitsa-u-pokrovskikh-vorot/
Доходный дом А.С. Грачевой,https://um.mos.ru/houses/dokhodnyy_dom_a_s_grachevoy/
Доходный дом В. Панюшева,https://um.mos.ru/houses/dokhodnyy_dom_v_panyusheva/
Введенский народный дом,https://um.mos.ru/houses/vvedenskiy_narodnyy_dom/
Городская усадьба XIX века,https://um.mos.ru/houses/gorodskaya-usadba-xix-veka/
Дворец пионеров на Ленинских горах,https://um.mos.ru/houses/dvorets_pionerov_na_leninskikh_gorakh/
Церковь Троицы в Листах,https://um.mos.ru/houses/tserkov_troitsy_v_listakh/
Жилой дом начала XIX века (усадьба Шелагиных),https://um.mos.ru/houses/zhiloy_dom_nachala_xix/
Особняк Сергеевой - Коншина,https://um.mos.ru/houses/osobnyak_sergeevoy_konshina/
Усадьба Нарышкиных – Александровская больница,https://um.mos.ru/houses/usadba-naryshkinykh-aleksandrovskaya-bolnitsa/
Доходный дом Смирновых,https://um.mos.ru/houses/dokhodnyy_dom_smirnovykh/
Усадьба на Волхонке XVIII – XIX вв.,https://um.mos.ru/houses/usadba-na-volkhonke-xviii-xix-vv/
Городская усадьба М.А.Тарасова,https://um.mos.ru/houses/gorodskaya-usadba-m-a-tarasova/
Торговые дома братьев Джамгаровых,https://um.mos.ru/houses/torgovyy-dom-bratev-dzhamgarovykh/
Доходный дом с магазином Леве,https://um.mos.ru/houses/dokhodnyy_dom_s_magazinom_leve/
Андроников виадук,https://um.mos.ru/houses/andronikov_viaduk/
Роддом Грауэрмана,https://um.mos.ru/houses/roddom-grauermana/
Здание бывшей конторы «Новосухаревского рынка»,https://um.mos.ru/houses/zdanie-byvshey-kontory-novosukharevskogo-rynka/
Палаты Барятинских,https://um.mos.ru/houses/palaty-baryatinskikh/
Жилые дома М.О. Лопыревского,https://um.mos.ru/houses/zhilye_doma_m_o_lopyrevskogo/
Коронационное убежище,https://um.mos.ru/houses/koronatsionnoe-ubezhishche/
Дом призрения с домовой церковью Преп. Герасима Иорданского,https://um.mos.ru/houses/dom-prizreniya-s-domovoy-tserkovyu-prep-gerasima-iordanskogo/
Дом Быковского,https://um.mos.ru/houses/dom_bykovskogo/
Станция метро «Партизанская»,https://um.mos.ru/houses/stantsiya-metro-partizanskaya/
Преображенская психиатрическая больница,https://um.mos.ru/houses/preobrazhenskaya_psikhiatricheskaya_bolnitsa/
"Жилой дом с магазинами, 1934-1938 гг., 1950 г., арх. Л.М.Поляков",https://um.mos.ru/houses/zhiloy_dom_s_magazinami_1934_1938_gg_1950_g_arkh_l_m_polyakov/
Палаты Щербакова,https://um.mos.ru/houses/palaty-shcherbakova/
Доходные дома Привалова,https://um.mos.ru/houses/dokhodnye_doma_privalova/
Дом Толстого-Борисовских,https://um.mos.ru/houses/dom-tolstogo-borisovskikh/
Пассаж К.С.Попова - Джамгаровых,https://um.mos.ru/houses/passazh-k-s-popova-dzhamgarovykh/
Дом Заборовой - Трубецких - Уваровых,https://um.mos.ru/houses/dom_zaborovoy_trubetskikh_uvarovykh/
Жилой дом с мезонином купца Давыдова,https://um.mos.ru/houses/kupecheskiy_dom_s_mezoninom/
Типография журнала «Огонёк»,https://um.mos.ru/houses/tipografiya-zhurnala-ogonyek/
Городская усадьба Я.А.Маслова - А.П.Оболенского,https://um.mos.ru/houses/gorodskaya-usadba-ya-a-maslova-a-p-obolenskogo/
Филиал Малого театра,https://um.mos.ru/houses/filial-malogo-teatra/
Палаты князя Щербатова,https://um.mos.ru/houses/palaty_knyazya_shcherbatova/
Городская усадьба Суворовых – Баранова – Гагман,https://um.mos.ru/houses/gorodskaya-usadba-suvorovykh-baranova-gagman/
Дом архитектора С.М. Гончарова,https://um.mos.ru/houses/dom-arkhitektora-s-m-goncharova/
Центральная электрическая станция городского трамвая,https://um.mos.ru/houses/tsentralnaya-elektricheskaya-stantsiya-gorodskogo-tramvaya/
Дом Леонтьевых,https://um.mos.ru/houses/dom_leontevykh/
Особняк А.Ф. Беляева,https://um.mos.ru/houses/osobnyak-a-f-belyaeva/
Церковь Михаила Архангела в Овчинниках,https://um.mos.ru/houses/tserkov_mikhaila_arkhangela_v_ovchinnikakh/
Храм святителя Николая Мирликийского в Старом Ваганькове,https://um.mos.ru/houses/tserkov-nikoly-v-starom-vagankove/
Церковь Воскресения на Успенском вражке,https://um.mos.ru/houses/tserkov_voskreseniya_na_uspenskom_vrazhke/
Дом А.А. Бахрушина,https://um.mos.ru/houses/dom_a_a_bakhrushina/
Дом Электромеханического института,https://um.mos.ru/houses/dom_elektromekhanicheskogo_instituta/
Дом усадьбы Аршеневского,https://um.mos.ru/houses/dom_usadby_arshenevskogo/
Клиника детских болезней им. М.А. Хлудова,https://um.mos.ru/houses/klinika_detskikh_bolezney_im_m_a_khludova/
Доходный дом Титова,https://um.mos.ru/houses/dohodnyy_dom_titova/
Доходный дом архитектора О.Г. Пиотровича,https://um.mos.ru/houses/dokhodnyy_dom_arkhitektora_o_g_piotrovicha/
Церковь Успения в Печатниках,https://um.mos.ru/houses/tserkov_uspeniya_v_pechatnikakh/
Особняк Горбуновых,https://um.mos.ru/houses/osobnyak_gorbunovykh/
Церковь на Лазаревском кладбище,https://um.mos.ru/houses/tserkov-na-lazarevskom-kladbishche/
Главный дом городской усадьбы Чернова,https://um.mos.ru/houses/glavny_dom_gorodskoy_usadby/
"Усадьба Тессина, Островских, Марк",https://um.mos.ru/houses/usadba_tessina_ostrovskikh_mark/
Алексеевский монастырь в Красном селе,https://um.mos.ru/houses/alekseevskiy_monastyr_v_krasnom_sele/
Усадьба Бутурлина,https://um.mos.ru/houses/usadba_buturlina/
Станция Канатчиково МОЖД,https://um.mos.ru/houses/stantsiya_kanatchikovo_mozhd/
Дом архитектора В.И. Чагина,https://um.mos.ru/houses/dom-arkhitektora-v-i-chagina/
Зеленый театр,https://um.mos.ru/houses/zelenyy_teatr/
Дом братьев Гандуриных,https://um.mos.ru/houses/dom_bratev_gandurinykh/
Клиника психических болезней им. С.С.Корсакова,https://um.mos.ru/houses/klinika_psikhicheskikh_bolezney_im_s_s_korsakova/
Дом Огаревых,https://um.mos.ru/houses/dom-ogarevykh/
Городская усадьба Е.Г. Левашевой,https://um.mos.ru/houses/gorodskaya_usadba_e_g_levashevoy/
